row_index,text_used,job_title,employer,state,salary_low_end,salary_high_end,pay_basis,skill_categories_required,skill_categories_preferred,skill_categories_mentioned,election_security_explicit,degree_required,degree_field,min_years_experience,experience_can_substitute,certifications_required,certifications_preferred,certifications_substitutable,job_classification,classification_confidence,position_elected,full_time,remote_hybrid,registered_voters,text_confidence
1182,stub,"Elections Supervisor, Community Services",Gwinnett County,Georgia,74940.0,88055.0,yearly,ops|legal|personnel|comms,bilingual,personnel|ops|legal|comms|bilingual,False,,,,,,,,election_official,high,False,True,,,high
1183,stub,Research Scientist,MIT Election Data and Science Lab (MEDSL),,,,,data|pm,comms|intergovt,data|pm|comms|intergovt,False,,,,,,,,not_election_official,high,False,True,,,high
1184,stub,Tabulation and Technology Specialist,Nassau County Supervisor of Elections,Florida,16.67,25.36,hourly,ops|it_cyber,,ops|it_cyber|data|personnel,True,,,,,,,,election_official,high,False,,,,high
1185,full_text,Elections Lead Specialist,"Douglas County Clerk & Recorder, Colorado",Colorado,3550.0,4438.0,monthly,ops|vr|legal|data|personnel|comms,data,ops|vr|legal|data|personnel|comms|intergovt|gis,True,high_school,,3.0,True,Secretary of State Election Certification,Poll Chief experience,,election_official,high,False,True,on_site,,high
1186,stub,Database and Systems Specialist,New Hanover County Board of Elections,North Carolina,42532.0,57418.0,yearly,it_cyber|data,ops|comms,ops|it_cyber|comms|data,False,,,,,,,,election_official,high,,,,,high
1187,full_text,Data and Reporting Fellows,ProPublica,New York,,,,data,comms,data|comms,True,,,,,,,,not_election_official,high,,True,on_site,,high
1188,stub,"Senior Research Support Associate, Election Data and Science Lab",MIT,Massachusetts,,,,data,,data|comms,False,,,,,,,,not_election_official,high,,,,,high
1189,full_text,City Clerk,"City of Grand Rapids, Michigan",Michigan,112874.0,143196.0,yearly,ops|legal|personnel|budget,,ops|legal|personnel|budget|comms|intergovt,False,bachelor,public or business administration,5.0,True,,Certified Municipal Clerk (CMC),,top_election_official,high,False,True,on_site,,high
1190,stub,Elections Operation Manager,"Douglas County, Colorado",Colorado,4623.0,5778.0,monthly,ops|personnel|pm,,ops|personnel|pm|budget|legal|data,False,,,,,,,,election_official,high,False,,,,high
1191,stub,Executive Director/Chief Prosecutor,Rhode Island Ethics Commission,Rhode Island,117412.0,131715.0,yearly,legal|budget|personnel,,legal|budget|personnel|comms,False,,,,,,,,not_election_official,high,,,,,high
1192,stub,"Senior Research Support Associate, Election Data and Science Lab",MIT,Massachusetts,,,,data,,data|comms,False,,,,,,,,not_election_official,high,,,,,high
1193,stub,Elections Operations Manager,Douglas County Clerk and Recorder's Office,Colorado,5266.0,7899.0,monthly,ops|legal|personnel|pm,,ops|legal|personnel|pm|intergovt,False,,,,,,,,election_official,high,,,,,high
1194,stub,Deputy Registrar,Chesterfield County,Virginia,55583.0,94914.0,yearly,vr|legal|ops|personnel|budget,,vr|legal|ops|personnel|budget|comms,False,,,,,,,,top_election_official,high,,,,,high
1195,stub,Elections Manager,Chesterfield County Registrar's Office,Virginia,,,,ops|legal|personnel,,ops|legal|personnel|it_cyber|budget,False,,,,,,,,election_official,high,,,,,high
1196,stub,Information Technology Specialist,Wake County Board of Elections,North Carolina,50440.0,70616.0,yearly,it_cyber|ops,,it_cyber|ops|personnel,True,,,,,,,,election_official,high,False,,,,high
1197,stub,Registrar of Voters,Sacramento County,California,138928.0,153171.0,yearly,ops|personnel|comms|intergovt,pm|legal,intergovt|pm|personnel|ops|legal|comms,False,,,,,,,,top_election_official,high,False,True,,,high
1198,stub,Election Security Lead,Wisconsin Elections Commission,Wisconsin,51398.0,80621.0,yearly,it_cyber,,it_cyber|intergovt,True,,,,,,,,election_official,high,,,,,high
1199,stub,Elections Program Manager,Center for Internet Security (CIS),,,,,it_cyber|intergovt,comms,it_cyber|intergovt|comms,True,,,,,,,,not_election_official,high,False,,,,high
1200,stub,Elections Supervisor,Pinal County,Arizona,49647.0,56473.0,yearly,,,ops|pm|personnel,False,,,,,,,,election_official,high,False,,,,high
1201,full_text,"Program Manager, Overseas Voting Initiative",Council of State Governments (CSG),Kentucky,,,,legal|pm|personnel|budget|comms|intergovt,data,intergovt|pm|budget|personnel|legal|comms|data,False,bachelor,"public administration, public policy, policy management, public finance, political science, or related field",5.0,,,,,not_election_official,high,False,True,on_site,,high
1202,stub,Senior Level Software Developer,BPro,,,,,it_cyber|comms,,it_cyber|comms,False,bachelor,,,,,,,not_election_official,high,,,,,high
1203,full_text,Clerk-Recorder Services Specialist,Contra Costa County Clerk-Recorder,California,53842.92,65446.44,yearly,personnel|data|legal|ops,,personnel|data|legal|ops|budget,False,high_school,,2.0,,,,,not_election_official,high,False,True,on_site,,high
1204,stub,Account Manager,ES&S,Florida,57000.0,73000.0,yearly,,,intergovt|comms|pm,False,,,,,,,,not_election_official,high,False,,,,high
1205,full_text,Deputy Registrar of Voters,Solano County,California,94682.09,115086.66,yearly,ops|vr|personnel,,legal|vr|ops|personnel,False,bachelor,"Business Administration, Government, History, Public Administration, Political Science or closely related field",4.0,True,,,California Professional Election Administration Course|Certified Elections/Registration Administrator (CERA),election_official,high,False,True,on_site,,high
1206,stub,Elections Manager,Chesterfield County Registrar's Office,Virginia,,,,ops|legal|personnel,,ops|legal|personnel|it_cyber,False,,,,,,,,election_official,high,,,,,high
1207,stub,Registrar of Voters,County of Sacramento,California,138928.0,153171.0,yearly,ops|personnel|comms|intergovt,pm,intergovt|pm|personnel|ops|comms,False,,,,,,,,top_election_official,high,False,True,,,high
1208,full_text,Administrative Specialist III (Ballot Collection Lead),King County Elections,Washington,23.19,30.43,hourly,ops|data|personnel|comms,gis|data,personnel|ops|gis|comms|data,True,,,,,,,,election_official,high,False,True,on_site,1300000.0,high
1209,stub,Assistant Registrar,City of Richmond,Virginia,24108.0,39076.0,yearly,vr|ops,,vr|ops|comms,False,,,,,,,,election_official,high,False,,,,high
1210,full_text,Elections Training Administrator,Prince William County Government,Virginia,55828.5,94770.0,yearly,ops|legal|personnel|data,comms|vr,vr|personnel|ops|legal|comms|data,False,associate,,1.0,True,,,,election_official,high,False,True,,,high
1211,stub,Account Manager,ES&S,Delaware,,,,,,comms|pm|budget,False,,,,,,,,not_election_official,high,,,,,high
1212,stub,Information Technology Specialist,Wake County Board of Elections,North Carolina,50440.0,70616.0,yearly,it_cyber|ops|data,,it_cyber|ops|data|personnel,True,,,,,,,,election_official,high,False,,,,high
1213,full_text,Support Specialist,Marion County Clerk's Office,Oregon,21.68,29.02,hourly,it_cyber|ops|data,,it_cyber|ops|data|comms|gis,False,,,,,,,,election_official,high,False,True,on_site,,high
1214,stub,Senior Applications and Systems Coordinator,Douglas County Clerk and Recorder's Office,Colorado,4583.0,5729.0,monthly,it_cyber|pm,,ops|it_cyber|pm,True,,,,,,,,election_official,high,False,True,,,high
1215,stub,Elections Trainer,Ada County Clerk's Office,Idaho,,,,personnel|ops,,personnel|ops|comms,False,,,,,,,,election_official,high,False,,,,high
1216,stub,Registrar of Voters,Sacramento County,California,138928.0,153171.0,yearly,ops|personnel|comms|intergovt,,ops|personnel|comms|intergovt,False,,,,,,,,top_election_official,high,False,True,,,high
1217,full_text,Departmental Analyst 12 - Senior Elections Online Training Specialist,"State of Michigan, Department of State",Michigan,49628.8,72571.2,yearly,comms|pm|data|it_cyber,,comms|pm|data|it_cyber,False,bachelor,,3.0,False,,,,election_official,high,False,True,,,high
1218,full_text,Administrative Specialist III (Ballot Collection Lead),King County Department of Elections,Washington,23.19,30.43,hourly,ops|data|personnel|pm,gis,ops|data|personnel|pm|gis,False,,,,,,,,election_official,high,False,True,on_site,1300000.0,high
1219,full_text,Administrative Specialist III (Elections Specialist Lead),King County Elections,Washington,23.19,30.43,hourly,ops|data|personnel|comms,vr,ops|vr|data|personnel|comms,False,,,,,,,,election_official,high,False,True,on_site,1300000.0,high
1220,full_text,Elections Technician Supervisor,San Joaquin County Registrar of Voters Office,California,3853.0,4685.0,monthly,ops|vr|legal|data|personnel|pm|comms|intergovt|gis,,ops|vr|legal|data|personnel|pm|comms|intergovt|gis,False,,,,,,,,election_official,high,False,True,,,high
1221,stub,Cybersecurity Program Manager,National Association of Secretaries of State,,,,,it_cyber|intergovt,,it_cyber|intergovt|comms|data,True,,,,,,,,not_election_official,high,,,,,high
1222,stub,Election Security Lead,Wisconsin Elections Commission,Wisconsin,51398.0,80621.0,yearly,it_cyber,,it_cyber|vr|intergovt,True,,,,,,,,election_official,high,,,,,high
1223,stub,Elections Manager,Sonoma County Registrar of Voters Office,California,84528.0,102748.0,yearly,ops|pm|personnel|budget,,ops|pm|personnel|budget|legal|it_cyber|comms,False,,,,,,,,election_official,high,False,True,,,high
1224,stub,Elections/Voter Registration Manager,Monongalia County Clerk's Office,West Virginia,,,,ops|vr|data|personnel|comms|gis,,ops|vr|legal|data|personnel|comms|gis,False,,,,,,,,election_official,high,False,,,,high
1225,stub,"Manager, Voter Registration Division",Richland County Board of Elections and Voter Registration,South Carolina,,,,vr|personnel|ops|legal,,vr|personnel|ops|legal,False,,,,,,,,election_official,high,,,,,high
1226,stub,Voter Registration Clerk,Monongalia County Clerk's Office,West Virginia,,,,,,vr|ops,False,,,,,,,,election_official,high,False,True,,,high
1227,stub,Elections Systems Coordinator,Richland County,South Carolina,,,,it_cyber|ops,,it_cyber|ops|legal|personnel|comms|data,True,,,,,,,,election_official,high,False,,,,high
1228,stub,Registrar of Voters,Sacramento County,California,138928.0,153171.0,yearly,ops|personnel|comms|intergovt,pm|legal,intergovt|pm|personnel|ops|legal|comms,False,,,,,,,,top_election_official,high,False,,,,high
1229,full_text,Departmental Analyst 12 - Senior Elections Online Training Specialist,"State of Michigan, Department of State",Michigan,49628.8,72571.2,yearly,pm|data|it_cyber,,it_cyber|intergovt|pm|personnel|ops|comms|data,False,bachelor,,3.0,True,,,,election_official,high,False,True,,3400.0,high
1230,full_text,Assistant Inspector General for Audit,U.S. Election Assistance Commission,,119597.0,141328.0,yearly,data|intergovt,budget|pm|personnel,data|intergovt|budget|pm|personnel|legal|it_cyber,False,bachelor,accounting,,False,,Certified Public Accountant|Certified Internal Auditor|Certified Information Systems Auditor,,not_election_official,high,False,True,,,high
1231,stub,Elections Program Manager,Center for Internet Security (CIS),,,,,,,it_cyber|comms|intergovt,True,,,,,,,,not_election_official,high,,,,,high
1232,full_text,Deputy Director of Voter Services,City and County of Denver,Colorado,93217.0,149147.0,yearly,ops|vr|personnel|budget|legal,pm|data|comms,budget|comms|personnel|pm|legal|vr|ops|data,False,bachelor,related field,3.0,True,Colorado Class R Driver's License|New Manager Training Program,Lean methodologies,,election_official,high,False,True,,,high
1233,full_text,Support Specialist,"Marion County Clerk's Office, Elections Division",Oregon,21.68,29.02,hourly,it_cyber|ops|data,,it_cyber|ops|data|personnel|comms|gis,False,,,,,,,,election_official,high,False,True,on_site,,high
1234,full_text,Chief Information Officer,U.S. Election Assistance Commission,,126148.0,148267.0,yearly,it_cyber,intergovt,it_cyber|intergovt|budget|pm,True,,,,,,,,not_election_official,high,False,,,,high
1235,stub,Data Manager,New York City Campaign Finance Board,New York,65000.0,75000.0,yearly,data,,data|comms,False,,,,,,,,not_election_official,high,,,,,high
1236,stub,Elections Management Analyst,New Mexico Secretary of State,New Mexico,31782.0,55307.0,yearly,ops|data,,ops|data|comms|pm,False,,,,,,,,election_official,high,,,,,high
1237,stub,Elections and Voter Services Manager,Montana Secretary of State's Office,Montana,75000.0,75000.0,yearly,ops|vr|legal|data|personnel,,ops|vr|legal|data|personnel,False,,,,,,,,election_official,high,False,,,,high
1238,stub,Certification Manager,Dominion Voting Systems,CO,,,,,,it_cyber|intergovt|pm,False,,,,,,,,not_election_official,high,,,,,high
1239,stub,Customer Relations Manager,Dominion Voting Systems,AZ,,,,,,comms|pm|it_cyber,False,,,,,,,,not_election_official,high,,,,,high
1240,stub,Elections Program Manager,Center for Internet Security (CIS),,,,,,,it_cyber|intergovt|comms,True,,,,,,,,not_election_official,high,,,,,medium
1241,stub,Elections Supervisor,"Pinal County, Arizona",Arizona,49647.0,56473.0,yearly,ops|pm|personnel,,ops|pm|personnel,False,,,,,,,,election_official,high,False,,,,high
1242,stub,Embedded System Software Engineer,Clear Ballot,,,,,it_cyber,,it_cyber,False,,,,,,,,not_election_official,high,,,,,high
1243,stub,Field Sales Director,Hart InterCivic,,,,,,,comms,False,,,,,,,,not_election_official,high,False,True,remote,,high
1244,stub,Full Stack Principal Software Engineer,Clear Ballot,,,,,it_cyber|data,pm,it_cyber|data|pm,True,,,,,,,,not_election_official,high,,,,,high
1245,stub,Full Stack Software Developer,Clear Ballot,,,,,it_cyber|data,,it_cyber|data,False,,,,,,,,not_election_official,high,,,,,high
1246,stub,Full-Stack Software Engineer,Clear Ballot,,,,,it_cyber|data,,it_cyber|data,False,,,,,,,,not_election_official,high,,,,,high
1247,stub,Inside Sales Representative,Runbeck,,,,,,,data|comms,False,,,,,,,,not_election_official,high,,,,,high
1248,stub,"Program Manager, Overseas Voting Initiative",Council of State Governments (CSG),,,,,,,pm|data|legal|intergovt|comms,False,,,,,,,,not_election_official,high,False,,,,high
1249,stub,Project Manager,Hart InterCivic,TX,,,,pm,it_cyber,pm|it_cyber,False,,,,,,PMP,,not_election_official,high,,True,,,high
1250,stub,Project Manager,Dominion Voting Systems,California,,,,,,pm|it_cyber,False,,,,,,,,not_election_official,high,,,,,medium
1251,stub,Python Developer,Clear Ballot,Massachusetts,,,,it_cyber|data,,it_cyber|data,False,,,,,,,,not_election_official,high,,,,,high
1252,stub,Senior Level Software Developer,BPro,,,,,it_cyber|comms,,it_cyber|comms,False,bachelor,,,,,,,not_election_official,high,,,,,high
1253,stub,Senior Software Developer,Runbeck Election Services,,,,,it_cyber|data,pm,it_cyber|data|pm,False,,,,,,,,not_election_official,high,,True,,,high
1254,stub,Software Developer II,Dominion Voting Systems,ON,,,,,,it_cyber,False,,,,,,,,not_election_official,high,,,,,high
1255,stub,Software Product Specialist II,Dominion Voting Systems,CO,,,,,,it_cyber,False,,,,,,,,not_election_official,high,False,,,,high
1256,stub,Software Product Specialist II,Dominion Voting Systems,AZ,,,,,,it_cyber,False,,,,,,,,not_election_official,high,,,,,high
1257,stub,Software Product Specialist II,Dominion Voting Systems,NV,,,,,,it_cyber,False,,,,,,,,not_election_official,high,,,,,high
1258,stub,Software Product Specialist II,Dominion Voting Systems,CA,,,,,,it_cyber,False,,,,,,,,not_election_official,high,,,,,high
1259,stub,Systems Engineer,Clear Ballot,,,,,,,it_cyber|pm|intergovt,False,,,,,,,,not_election_official,high,,,,,medium
1260,stub,"Chief, Departmental Operations",San Diego County Registrar of Voters,California,,,,ops|vr|personnel|intergovt,,ops|vr|personnel|intergovt|comms,False,,,,,,,,top_election_official,high,False,,,,high
1261,full_text,Elections Specialist - Ballot Processing,Pierce County Auditor's Office,Washington,29.51,37.33,hourly,ops|vr|personnel,data|bilingual,personnel|ops|vr|bilingual|data,False,,,4.0,True,,Elections Administrator,,election_official,high,False,True,on_site,500000.0,high
1262,stub,General Counsel,Campaign Legal Center,,,,,legal,,legal|comms,False,,,,,,,,not_election_official,high,,,,,high
1263,stub,"Senior Researcher, Public Policy Evaluation Research",Fors Marsh Group,,,,,,data,data|pm,False,,,,,,,,not_election_official,high,,,,,high
1264,stub,Staff Editor,Brennan Center for Justice,,,,,,,comms,False,,,,,,,,not_election_official,high,,,,,medium
1265,stub,Information Technology Specialist,Wake County Board of Elections,North Carolina,50440.0,70616.0,yearly,it_cyber|ops|data,,it_cyber|ops|data|personnel|pm,True,,,,,,,,election_official,high,,,,,high
1266,full_text,Support Specialist,Marion County Clerk's Office,Oregon,21.68,29.02,hourly,it_cyber|data|ops,,it_cyber|data|ops|comms|vr,False,,,,,,,,election_official,high,False,True,on_site,,high
1267,full_text,Clerk-Recorder Services Technician,Contra Costa County Clerk-Recorder-Elections Department,California,47152.8,57314.52,yearly,ops|data|legal,,ops|data|legal|comms,False,high_school,,2.0,,,,,not_election_official,high,False,True,on_site,,high
1268,full_text,Assistant Inspector General for Audit,U.S. Election Assistance Commission,,119597.0,141328.0,yearly,data|legal|budget|pm,it_cyber|intergovt,data|legal|budget|pm|it_cyber|intergovt|personnel|comms,False,bachelor,"Accounting or related field (business administration, finance, public administration with 24 semester hours in accounting)",,False,,Certified Public Accountant|Certified Internal Auditor|Certified Information Systems Auditor|Contracting Officer's Representative (COR) Level II,,not_election_official,high,False,True,,,high
1269,full_text,Elections Technician,"Marion County, Oregon",Oregon,17.12,22.92,hourly,vr|ops|data|it_cyber,pm|personnel,vr|ops|data|it_cyber|pm|personnel|legal|comms,False,high_school,,3.0,True,,,,election_official,high,False,True,on_site,,high
1270,stub,Elections Director,Maricopa County,Arizona,97281.0,157123.0,yearly,ops|personnel|budget|pm|it_cyber|gis|data|comms|intergovt|legal,,ops|personnel|budget|pm|it_cyber|gis|data|comms|intergovt|legal,True,,,,,,,,top_election_official,high,False,,,,high
1271,stub,Elections/Recording Manager,Clallam County,Washington,4202.0,5122.0,monthly,ops|legal|personnel|budget,,ops|legal|personnel|budget,False,,,,,,,,election_official,high,False,True,,,high
1272,stub,Associate Director for Modern Elections,Democracy Fund,,,,,vr|legal,ops|data|pm|personnel|comms|intergovt,vr|legal|ops|data|pm|personnel|comms|intergovt,False,,,,,,,,not_election_official,high,False,True,,,high
1273,stub,Customer Service Representative,"Collier County, Florida",Florida,34000.0,38000.0,yearly,,,data|comms,False,,,,,,,,not_election_official,high,,,,,high
1274,stub,IT Support Specialist,Collier County Supervisor of Elections,Florida,44000.0,50000.0,yearly,it_cyber,,it_cyber,False,,,,,,,,election_official,high,,,,,high
1275,stub,Research Fellow- Elections,The Democracy Fund,,,,,,data,data,False,,,,,,,,not_election_official,high,,False,,,high
1276,stub,Vote-by-Mail Coordinator,"Collier County, Florida",Florida,38000.0,42000.0,yearly,ops|vr|data,,ops|vr|data|personnel|comms,True,,,,,,,,election_official,high,False,True,,,high
1277,stub,"Executive Director, Rhode Island Board of Elections",Rhode Island Board of Elections,Rhode Island,112643.0,126951.0,yearly,ops|budget|personnel|legal|comms|intergovt,,ops|budget|personnel|legal|vr|comms|intergovt,False,,,,,,,,top_election_official,high,False,,,,high
1278,stub,Director of Communications,National Association of Secretaries of State (NASS),,,,,comms,intergovt,comms|intergovt,False,bachelor,Communications or Journalism,8.0,,,,,not_election_official,high,False,True,,,high
1279,stub,Deputy Director,Sandusky County Board of Elections,Ohio,,,,ops|personnel|budget|comms,ops,budget|personnel|ops|comms,False,,,,True,,,,election_official,high,True,,,,high
1280,stub,"Election Services, Technology Certification and Security Manager",Virginia State Board of Elections,Virginia,70000.0,105000.0,yearly,ops|legal|it_cyber|data|personnel|comms|intergovt,,ops|vr|legal|it_cyber|data|pm|personnel|comms|intergovt,True,,,,,,,,top_election_official,high,False,,,,high
1281,stub,Elections Manager,"Fairfax County, Virginia",Virginia,57165.0,95276.0,yearly,ops|pm|personnel|budget|intergovt,,ops|pm|personnel|budget|intergovt|comms,False,,,,,,,,election_official,high,False,,,,high
1282,stub,Elections Services Specialist,Contra Costa County,California,4188.0,5091.0,monthly,ops|data|personnel,,ops|data|personnel|pm,False,,,,,,,,election_official,high,False,,,,high
1283,stub,Elections Services Technician,Contra Costa County,California,3561.0,4328.0,monthly,ops|data,vr|gis|pm,ops|vr|data|gis|pm,False,,,,,,,,election_official,high,False,,,,high
1284,stub,Elections Training Specialist,Wake County Board of Elections,North Carolina,18.98,25.62,hourly,ops|personnel|comms,,ops|personnel|comms|legal|data|pm,False,,,,,,,,election_official,high,False,True,,2500.0,high
1285,stub,Election Specialist,Whitman County Auditor's Office,Washington,,,,ops|vr|personnel|comms,,ops|vr|personnel|comms,False,,,,,,,,election_official,high,,,,,high
1286,stub,Account Manager,ES&S,Michigan,,,,pm|comms|intergovt,,pm|comms|intergovt,False,,,,,,,,not_election_official,high,,,,,high
1287,stub,Election Technical Specialist,Ada County,Idaho,15.38,22.12,hourly,vr|gis|data,,vr|gis|data|ops|personnel,False,,,,,,,,election_official,high,,,,,high
1288,stub,Elections Manager,Sonoma County Registrar of Voters Office,California,7044.03,8562.41,monthly,ops|pm|personnel|budget,,ops|legal|pm|personnel|budget|comms|intergovt,False,,,,,,,,election_official,high,False,True,,,high
1289,full_text,Registrar of Voters,Sacramento County,California,154261.44,170067.6,yearly,ops|vr|legal|personnel|budget|comms|intergovt,,ops|vr|legal|it_cyber|personnel|budget|comms|intergovt,False,bachelor,"business administration, political science, or closely related field",5.0,False,Certified Public Official (CPO) - Election Administration Option|Certified Elections/Registration Administrator (CERA)|California Professional Election Administrator Certification (CalPEAC),,,top_election_official,high,False,True,on_site,,high
1290,stub,Director of Communications,National Association of Secretaries of State (NASS),,,,,comms,intergovt,comms|intergovt,False,bachelor,Communications or Journalism,8.0,,,,,not_election_official,high,,True,,,high
1291,stub,Director of Policy Development and Programming,American Constitution Society for Law & Policy,,,,,legal,,legal|comms|pm,False,,,,,,,,not_election_official,high,False,,,,high
1292,stub,Election Processing Supervisor,Contra Costa County Elections Division,California,57566.0,69972.0,yearly,ops|vr|personnel,,ops|vr|personnel,False,,,,,,,,election_official,high,False,,,,high
1293,stub,Election Specialist,Whitman County Auditor's Office,Washington,,,,vr|ops|personnel|comms,,vr|ops|personnel|comms,False,,,,,,,,election_official,high,,,,,high
1294,stub,GIS Specialist,"Polk County, Florida",Florida,,,,gis,,gis|ops|vr,False,,,,,,,,election_official,high,False,,,,high
1295,stub,Training Specialist,Wake County Board of Elections,North Carolina,18.98,25.62,hourly,ops|legal|pm|personnel|comms,,ops|legal|pm|personnel|comms,False,,,,,,,,election_official,high,False,,,,high
1296,stub,GIS (Mapping) Specialist,Lee County Supervisor of Elections,Florida,45000.0,70000.0,yearly,gis|vr|it_cyber,,vr|gis|it_cyber,False,,,5.0,,,,,election_official,high,,True,,,high
1297,full_text,Ballot Processing Manager,"Adams County, Colorado",Colorado,53471.72,74860.4,yearly,ops|personnel|budget|data|pm,,ops|vr|legal|data|pm|personnel|budget|comms,False,,"business, communications, political science",3.0,True,Certified Colorado Election Official,,,election_official,high,False,True,on_site,,high
1298,stub,Voting Rights Associate/Attorney,American Civil Liberties Union of Northern California (ACLU-NC),California,,,,vr|legal,,vr|legal|comms|intergovt,False,,,2.0,,,,,not_election_official,high,,,,,high
1299,stub,GIS Data Reporting Supervisor,Orange County Supervisor of Elections Office,Florida,56998.0,85486.0,yearly,gis|data,personnel|pm,gis|data|personnel|pm,False,,,,,,,,election_official,high,False,True,,,high
1300,stub,Director of Strategic Partnerships,Nonprofit VOTE,,,,,,comms|intergovt,comms|intergovt,False,,,,,,,,not_election_official,high,False,,hybrid,,high
1301,full_text,Elections Warehouse Technician,Yavapai County Government,Arizona,35731.9,41073.14,yearly,ops|it_cyber|personnel,pm|data,ops|it_cyber|personnel|pm|data|legal|comms,False,high_school,,2.0,True,State of Arizona Election Officer Certification,,,election_official,high,False,True,on_site,,high
1302,stub,Elections Administrator,Tarrant County,Texas,,,,vr|ops|legal,,vr|ops|legal,False,,,,,,,,top_election_official,high,False,,,,high
1303,stub,GIS Specialist,"Polk County, Florida",Florida,,,,gis,,gis|ops|vr,False,,,,,,,,election_official,high,False,,,,high
1304,stub,Customer Service Representative,Collier County,Florida,34000.0,38000.0,yearly,,,data|comms,False,,,,,,,,not_election_official,high,,,,,high
1305,stub,Elections Services Manager,Virginia State Board of Elections,Virginia,,134764.0,yearly,ops|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,,ops|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,True,,,,,,,,top_election_official,high,False,True,,,high
1306,stub,Elections Supervisor,"Washington County, Oregon",Oregon,5594.73,6797.4,monthly,personnel,ops|pm,ops|pm|personnel,False,,,,,,,,election_official,high,False,,,,high
1307,stub,Policy Associate/Policy Specialist,National Conference of State Legislatures,,4028.0,4428.0,monthly,,data|legal|comms|intergovt,data|legal|comms|intergovt|pm,False,,,,,,,,not_election_official,high,False,,,,high
1308,stub,Assistant Registrar I,City of Richmond,Virginia,24108.0,39076.0,yearly,vr|ops,,vr|ops|comms,False,,,,,,,,election_official,high,False,,,,high
1309,stub,Clerk-Recorder Services Specialist,Contra Costa County Clerk-Recorder,California,50264.0,61096.0,yearly,,,ops|personnel,False,,,,,,,,not_election_official,high,False,,,,high
1310,stub,GIS (Mapping) Specialist,Lee County Supervisor of Elections,Florida,45000.0,70000.0,yearly,gis|vr|it_cyber,,gis|vr|it_cyber,False,,,5.0,True,,,,election_official,high,False,True,,,high
1311,stub,Chief Deputy Registrar of Voters,Sonoma County Clerk-Recorder-Assessor Office,California,113560.0,138042.0,yearly,ops|personnel|budget|comms|legal|intergovt,,ops|personnel|budget|comms|legal|intergovt,False,,,,,,,,top_election_official,high,False,,,,high
1312,stub,Counsel,Fair Elections Legal Network (FELN),,,,,legal,comms,legal|comms,False,master,Law (J.D.),2.0,False,,,,not_election_official,high,False,,,,high
1313,stub,Deputy Director,Sandusky County Board of Elections,Ohio,,,,ops|personnel|budget|comms,ops,ops|personnel|budget|comms,False,,,,,,,,election_official,high,,,,,high
1314,stub,Senior Researcher,"Center for Information and Research on Civic Learning & Engagement (CIRCLE), Tisch College",,,,,data,,data|comms,False,,,,,,,,not_election_official,high,,,,,high
1315,stub,Elections Manager,Sonoma County Registrar of Voters Office,California,7044.03,8562.41,monthly,ops|personnel|budget|pm|legal,,ops|personnel|budget|pm|legal|comms|intergovt,False,,,,,,,,election_official,high,False,,,,high
1316,stub,Elections Manager,Clackamas County Clerk's Office Elections Division,Oregon,70267.0,94862.0,yearly,ops|personnel,,ops|personnel,False,,,,,,,,election_official,high,False,,,,high
1317,full_text,Voter Registration Coordinator,Mohave County,Arizona,36774.4,57012.8,yearly,vr|ops|data,vr|ops|legal|data|personnel|budget|comms|gis,vr|ops|legal|it_cyber|data|personnel|budget|comms|gis,False,high_school,,1.0,True,AZ SOS Elections Officer Certified,CERA (Certified Election Registration Administrator),,election_official,high,False,True,on_site,,high
1318,stub,Elections Director,New Hanover County,North Carolina,68256.0,116035.0,yearly,ops|vr|personnel|budget|pm|comms|legal|gis,,ops|vr|personnel|budget|pm|comms|legal|gis,False,,,,,,,,top_election_official,high,False,True,,,high
1319,stub,Program Specialist II (Election Administration),Montgomery County Board of Elections,Maryland,,,,ops|legal|pm|comms,,ops|legal|pm|comms,False,,,,,,,,election_official,high,,,,,high
1320,stub,Elections Division Director,Ada County,Idaho,65000.0,75000.0,yearly,ops|pm|personnel,,ops|pm|personnel,False,,,,,,,,top_election_official,high,False,True,,200000.0,high
1321,full_text,"Program Specialist 4, Election Review Program Lead",Washington Secretary of State's Office,Washington,4109.0,5385.0,monthly,legal|ops|vr|personnel|comms|intergovt,pm|data,legal|ops|vr|personnel|comms|intergovt|pm|data,False,,,4.0,True,Certification as an Elections Administrator within two years of employment,Certified Election Administrator in Washington State,,top_election_official,high,False,True,on_site,,high
1322,stub,Clerk-Recorder Services Manager,Contra Costa County,California,80618.0,97992.0,yearly,ops|legal|personnel|budget,,ops|legal|personnel|budget|comms|intergovt,False,,,,,,,,not_election_official,high,,,,,high
1323,stub,Director of Communications,U.S. Election Assistance Commission,Maryland,108887.0,141555.0,yearly,comms|intergovt,,comms|intergovt,False,,,,,,,,not_election_official,high,False,,,,high
1324,stub,Director of Elections/General Registrar,City of Fredericksburg Electoral Board,Virginia,50058.0,55590.0,yearly,ops,,ops|legal,False,,,,,,,,top_election_official,high,False,True,,,high
1325,full_text,Elections & Special Districts Director,"Cochise County, Arizona",Arizona,60000.0,90000.0,yearly,ops|vr|legal|data|pm|personnel|budget|comms|intergovt|gis,,ops|vr|legal|data|pm|personnel|budget|comms|intergovt|gis,True,bachelor,"public administration, political science, business management or related field",5.0,,Election Officer Certification,,,top_election_official,high,False,True,,,high
